#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2
#Serial Number: SN:210321A35FCC
#Date Time: 2019-11-27 17:46:38.778
#Start: 1000 Hz
#Stop: 1e+06 Hz
#Steps: 800
#Wavegen: Wavegen1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 5.42537 V
#Offset: 0.000183761 V
#Relative: no
#Channel: Channel 2
#Range: 5.47028 V
#Offset: -7.92091e-07 V
#Relative: yes

Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (*)
1000.000000000001,0.02537543341187122,-45.27098981230742,176.4102431470702
1008.682981252564,0.02202378827874487,-45.16107656346698,174.7890166551925
1017.441356668559,0.0258602421417564,-45.28671352542625,172.6672367760873
1026.275780894095,0.02250013669300781,-44.79513383578121,177.6318497186775
1035.186914259556,0.02599567316981284,-45.13825729364637,-179.7715641729529
1044.175422828971,0.02002810662258904,-44.50199304961296,178.3754807676402
1053.241978449782,0.02898352377430843,-44.31421408312499,178.5711590195164
1062.387258803074,0.01784236406705523,-43.9146271998651,178.5305875226564
1071.611947454223,0.02791627109233613,-44.15726011571434,178.5692388892716
1080.91673390399,0.02246093637730659,-43.28125857247368,177.7323237601361
1090.30231364006,0.02163296659771694,-43.55445229509015,178.6829897370303
1099.769388189022,0.02199163073006913,-43.03695121048524,176.3907459600242
1109.31866516881,0.02419740697668438,-43.4780490756907,-178.3827988619377
1118.950858341589,0.02424545113182095,-43.01076632168621,177.4712548812437
1128.666687667108,0.02184170734207938,-42.74662352983965,178.7017375258056
1138.466879356514,0.02103801554529793,-43.31675223316936,174.9454569429384
1148.352165926631,0.02780219269721276,-42.54811938975824,176.9903725858211
1158.323286254712,0.01848447199077502,-42.42504380755095,177.6304074356399
1168.380985633668,0.02754916108708132,-42.39761954742675,177.2708913877566
1178.526015827776,0.02941070582764173,-42.39813086669433,178.4474596726925
1188.759135128866,0.01994159241030153,-42.02135408659995,175.9384172807493
1199.081108413004,0.02080367790111466,-41.88598306805572,177.3681794688927
1209.492707197656,0.01936186973407169,-41.57092893419409,173.6760194670647
1219.994709699364,0.02358318552107747,-41.14170205200057,175.7573187225658
1230.58790089191,0.02251360127202129,-41.36001734110792,178.1062786250556
1241.273072564985,0.01272938079794827,-40.94693955083368,177.6268465141525
1252.051023383379,0.02966397331017152,-41.2255095729083,178.7632321359557
1262.922558946667,0.01879840548936602,-40.44865197851263,177.3354865779818
1273.888491849441,0.01987108398585664,-40.77012991778123,177.5741379105271
1284.949641742025,0.02454694118470172,-40.72825837725432,176.7256978945672
1296.106835391758,0.02053091902908153,-40.77151110851698,177.4630204965771
1307.360906744785,0.01610388228596465,-39.92282114773397,177.8157760910626
1318.712696988382,0.02289292063275982,-39.98128970617473,178.4950335894914
1330.163054613849,0.02193945837737025,-39.94990065552444,176.5311867810551
1341.712835479913,0.01686487237909794,-40.00647351458043,179.6926526199057
1353.362902876708,0.02270869118535394,-39.83212495882506,178.3312153442357
1365.114127590301,0.01539888701700974,-39.42576635016241,177.2677247476052
1376.967387967775,0.02040599087529382,-39.36755513692933,177.2268197258676
1388.923569982891,0.03013241008116056,-39.4702226041296,174.9332424093937
1400.983567302295,0.02449129453039798,-39.41247347251933,177.168498137257
1413.148281352329,0.02657721846196826,-39.11221007607813,176.4724135136633
1425.418621386403,0.0177461849569639,-38.68899487912844,175.3655275305933
1437.795504552955,0.02064601539156476,-38.71258195777133,175.8198752656782
1450.279855964008,0.02347849737693376,-38.23391927669795,176.2626219931434
1462.872608764313,0.02354037545884231,-38.13268762241408,177.0072605861145
1475.574704201101,0.02312371937295201,-38.46659601396858,175.2990585560075
1488.387091694435,0.01844924435922599,-37.85849636809426,176.4344478799519
1501.310728908174,0.01594685485721183,-37.89994178910695,178.3078486880507
1514.346581821555,0.02653022500290117,-37.73805873868399,178.2085169810084
1527.495624801396,0.01836487459768826,-37.35490716067073,178.017529313845
1540.758840674918,0.03139515167293795,-37.34588630883712,176.6692293666251
1554.137220803218,0.02512854909197453,-37.43672378248116,177.2034120023266
1567.631765155362,0.02598249953511992,-37.07605296567204,177.6817728546553
1581.243482383128,0.024863817517718,-36.82225277454309,176.1476895184152
1594.9733898964,0.01562602051456975,-36.81298781406422,176.5592843070196
1608.822513939205,0.0287275340735025,-36.53774331905319,176.6749498729766
1622.791889666442,0.01499725961642679,-36.40623489875593,175.7617639912957
1636.882561221226,0.02010713187378026,-36.28179205908615,176.8276211146263
1651.095581812957,0.0184350505666003,-36.10695656805989,176.3771310146834
1665.432013796029,0.02484146104213495,-36.09053314470898,177.3472418345961
1679.892928749236,0.02268022690631158,-35.80719970865934,175.8765830417007
1694.47940755588,0.02369958592613909,-35.58707497996306,175.0009760482667
1709.192540484542,0.02907644705014522,-35.44979618899282,176.0617070938202
1724.033427270589,0.01786455938490732,-35.27432993444767,175.8060729718198
1739.003177198373,0.0228789408547606,-35.11588788381248,176.4923387639109
1754.102909184131,0.02222939947922357,-35.09379653846436,177.1687077034478
1769.333751859645,0.01934239215097776,-34.83515137207237,174.6868171070298
1784.696843656568,0.02213870436202049,-34.84489045277329,176.6966149158033
1800.193332891546,0.02061909044856381,-34.7053122519654,177.5321085104151
1815.824377852032,0.02754098373500598,-34.3418030651075,176.8763430657191
1831.591146882867,0.01579063324734257,-34.28918800622365,176.6987688187113
1847.494818473613,0.02423098799206551,-33.99065831872299,176.1234963275353
1863.536581346626,0.02910405105486035,-34.13881821826058,177.218856381996
1879.717634545924,0.0229455958591907,-33.73350564935306,176.0371303286762
1896.039187526798,0.01520308829608615,-33.62180488936423,176.5369965821853
1912.502460246217,0.02660427862448149,-33.45887696642949,175.9643164114046
1929.108683254017,0.02352934567705564,-33.37131762619811,175.4023837959692
1945.859097784868,0.01757864638484443,-33.30955771178155,177.877856274821
1962.754955851062,0.02361813859631696,-33.02860514945168,175.2748742981952
1979.797520336091,0.01816063873704714,-32.82801939593663,175.3842456353105
1996.98806508904,0.01636798902416857,-32.69330232377124,176.4817737429217
2014.327875019799,0.02048411321116405,-32.49595964219723,176.3587322147072
2031.818246195113,0.01911842799567352,-32.44334210040388,176.1923881354351
2049.460485935438,0.01790863627867615,-32.29371728370549,176.4902231739437
2067.255912912686,0.0191820731277664,-32.11884646490848,176.8808182544115
2085.205857248756,0.01752980702509219,-32.04436968660272,175.2926037014686
2103.31166061498,0.01913304194259189,-31.6553974345803,175.0238453214238
2121.574676332399,0.02992843130688893,-31.57625550670051,176.3097701436398
2139.996269472903,0.01825478738036176,-31.46427917925372,176.0457847295561
2158.577816961293,0.02686478803917206,-31.36605075997003,176.5317859436358
2177.320707678165,0.02362654899667798,-31.13642289542549,175.4661593044746
2196.226342563751,0.02508557831822611,-30.99645611951344,176.0617482372496
2215.296134722619,0.02148283062194146,-30.99062466545891,175.7521780680312
2234.531509529288,0.01270170722237307,-30.65986826834215,175.9248838806591
2253.933904734793,0.02030687509115388,-30.54827820933217,175.6221510290173
2273.504770574121,0.0180056343485322,-30.39860518962897,176.1566042470715
2293.245569874628,0.01718023710574436,-30.28362405526227,175.4254383490323
2313.157778165372,0.01329447601775925,-30.18867544079306,176.1372796364264
2333.242883787401,0.02043953574436524,-29.96175734347052,175.736156909249
2353.502388005005,0.01639207200040015,-29.89901083350558,175.6663382271696
2373.937805117914,0.0257744555470377,-29.74163358347077,174.758175688534
2394.550662574503,0.01848562841134806,-29.55426780629563,175.7198711788493
2415.342501085949,0.016593490142263,-29.36188248521021,175.1545482225667
2436.314874741396,0.02842973720192818,-29.23292686425093,174.8280424952541
2457.469351124118,0.01943972218678378,-29.10268443762837,175.7870907562506
2478.807511428676,0.01840233652889033,-28.88631452162157,175.5194537256621
2500.330950579123,0.02193492706326707,-28.7427055236269,175.6728439919756
2522.041277348204,0.0236474213535144,-28.55670056711081,175.6845418408562
2543.940114477607,0.02125566208023762,-28.52905049938816,175.7351721393018
2566.029098799259,0.01403529416101901,-28.24353208927472,175.462170137207
2588.309881357666,0.01463876662484195,-28.16276025215586,175.1820830750554
2610.784127533315,0.02297922806588854,-27.9846538599761,175.6095307041036
2633.453517167177,0.0248571278667906,-27.74842467427355,174.9458247457798
2656.319744686235,0.01451689153569106,-27.58384363919592,175.2332643509461
2679.384519230158,0.02082197684439231,-27.50019782463766,175.3546397647908
2702.649564779043,0.01630279222559194,-27.35318454600982,175.1914928684184
2726.116620282263,0.01709476247478772,-27.15564737364589,175.1633128986613
2749.787439788477,0.01802451749500045,-27.03343728204024,175.1851946702636
2773.663792576692,0.02286421495650833,-26.85318153645816,174.9347940336407
2797.747463288548,0.007740615704850276,-26.70753798097541,175.0092581029884
2822.04025206169,0.01736600289374372,-26.5426024579006,175.2717229272681
2846.543974664316,0.0208532693674705,-26.42591329711216,174.8691170105767
2871.260462630924,0.01960646893270381,-26.26329901864966,174.6381273309639
