#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2
#Serial Number: SN:210321A35FCC
#Date Time: 2019-11-27 17:48:52.487
#Start: 1000 Hz
#Stop: 1e+06 Hz
#Steps: 800
#Wavegen: Wavegen1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 5.42537 V
#Offset: 0.000183761 V
#Relative: no
#Channel: Channel 2
#Range: 5.47028 V
#Offset: -7.92091e-07 V
#Relative: yes

Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (*)
1000.000000000001,0.01610283559431859,-35.79115751533887,0.5642613084005994
1008.682981252564,0.02410678292709541,-35.64154798524359,0.145645800353388
1017.441356668559,0.01756079735857045,-35.35865949985904,-1.974559096923397
1026.275780894095,0.01686509015329926,-35.47512449052306,0.05641482991422464
1035.186914259556,0.01311591287681345,-35.37435379601637,-2.055356098870952
1044.175422828971,0.0181193678976072,-35.3388118980651,-2.879492110866593
1053.241978449782,0.03899326734494176,-34.64632321434912,-1.345447423482661
1062.387258803074,0.03154989927998759,-34.15759864096339,-2.441450404995319
1071.611947454223,0.01365059360063631,-34.84393008804313,-1.613761945148525
1080.91673390399,0.02983457487862263,-34.51216637103906,-2.145159207342545
1090.30231364006,0.01560542192537642,-34.06620911420202,-0.5346788547631007
1099.769388189022,0.02417080747991966,-34.09872195937017,0.4801424803195289
1109.31866516881,0.03279438335219764,-33.69110293105659,-1.011051650311487
1118.950858341589,0.02664712674788247,-34.093539418383,-0.1815552614728233
1128.666687667108,0.01650195404735911,-33.78706712818941,-0.6974309262417933
1138.466879356514,0.02498060697391232,-33.46862831282768,-0.2293585868405046
1148.352165926631,0.02562618481036976,-33.42249227137824,1.067159505637292
1158.323286254712,0.01409734939486251,-33.40836198287374,-0.9868097535080835
1168.380985633668,0.02242745687248273,-33.14067591261735,-0.489282303878241
1178.526015827776,0.0188164622638826,-32.98213052865189,-0.3184038940188145
1188.759135128866,0.01486694758167812,-32.8694058814342,-1.987081640521964
1199.081108413004,0.02299357421817,-32.82939631009497,-4.219525291776563
1209.492707197656,0.02873356919347342,-32.64756451674224,-1.907022236033725
1219.994709699364,0.03393738665334901,-32.37904876335939,-1.512264239144834
1230.58790089191,0.02474174122383538,-32.06136077296447,-0.7567566007751978
1241.273072564985,0.006796883180283798,-32.2236217416968,-1.224535203704264
1252.051023383379,0.02912435347444627,-31.89278164344503,-0.7218453424485176
1262.922558946667,0.02897845014261818,-31.82045834916801,-1.96774546350656
1273.888491849441,0.02510572281016396,-31.62574079910323,-0.7174960113140401
1284.949641742025,0.02561078162970072,-31.73792355116542,-0.07295504358290827
1296.106835391758,0.01860528019063665,-31.44697730340159,-1.200673318892711
1307.360906744785,0.008683059255813988,-31.39758206744205,0.572386833210011
1318.712696988382,0.03294961616683871,-31.08042668549587,-1.100649384813963
1330.163054613849,0.02759807767757208,-30.93542835238481,-1.701497070338523
1341.712835479913,0.01764787954955944,-31.00834816281123,0.4375374180354328
1353.362902876708,0.0228471679290183,-30.95614017126774,-2.044196104509638
1365.114127590301,0.01469920852010971,-30.57355825827393,0.2804378318274772
1376.967387967775,0.01659140603806825,-30.71505698914399,-0.7277269164685691
1388.923569982891,0.02746205425697112,-30.10537189773802,-0.03554341889517332
1400.983567302295,0.02574216863580474,-30.16563261196109,-1.078847466641079
1413.148281352329,0.02329291073361063,-30.20842419468034,-3.060768339143394
1425.418621386403,0.01879592267765024,-29.89887783025252,-1.895184357939343
1437.795504552955,0.01534550159759564,-29.50317880199417,-0.4557308507687949
1450.279855964008,0.01548313417389392,-29.82687746151925,-0.6819151225169549
1462.872608764313,0.0142162179384402,-29.24713004359667,-1.896614040938132
1475.574704201101,0.01989047822046725,-29.18537612319879,-1.398666867891222
1488.387091694435,0.0165707480164446,-29.21352385847893,-1.067663148744671
1501.310728908174,0.01640440469918615,-28.90424484039198,-0.9465674801889108
1514.346581821555,0.02062339138263485,-28.86981016071161,-0.7223299904299978
1527.495624801396,0.03057143920820928,-28.70691195480252,-0.9732258086437042
1540.758840674918,0.01011121711786987,-28.58399064767015,-0.2043411502417882
1554.137220803218,0.01643669290512203,-28.37165799345603,-1.224363294856317
1567.631765155362,0.02504891933549022,-28.06497837649016,-1.404091004497133
1581.243482383128,0.01145865388785916,-28.07181299781565,-0.5797895422862211
1594.9733898964,0.01281343544987671,-27.85420037056129,-0.9941205870046446
1608.822513939205,0.01502270026538154,-27.74006664762826,-0.7032524014493333
1622.791889666442,0.03339343718727503,-27.5799353480108,-1.783940728111318
1636.882561221226,0.01922429107701343,-27.37287546173801,-0.07767755146091027
1651.095581812957,0.02078405517171748,-27.41000186205136,-0.6459631037203337
1665.432013796029,0.005199133302961689,-27.38735719630356,-0.6597972086241697
1679.892928749236,0.0312417816675238,-26.93512095188007,-1.037327179498305
1694.47940755588,0.00460967436989487,-26.8216924664399,-1.496789926950584
1709.192540484542,0.02997174917463515,-26.70841080588257,-1.920337385172852
1724.033427270589,0.02158153486953016,-26.69908042381358,-1.197264815623271
1739.003177198373,0.02001923334577695,-26.53782434404519,-0.9833526638514627
1754.102909184131,0.01442331019199033,-26.27949758010956,-0.8787614849746035
1769.333751859645,0.01826540092103097,-26.01845655280469,-1.277229633264049
1784.696843656568,0.02333616513387418,-25.97246416201112,-1.44980655189851
1800.193332891546,0.02508357554485487,-25.88036505845417,-0.6149021608202219
1815.824377852032,0.01766127082716573,-25.60196852236962,-1.095259134875839
